act_symbol,date,period,net_income,sales,average_shares,income_from_continuing_operations
ALIM,2022-12-31,Quarter,-3780000,14030000,7000000,-3780000
ALIM,2023-03-31,Quarter,-4970000,13550000,7030000,-4970000
ALIM,2023-06-30,Quarter,-10030000,17540000,8090000,-10030000
ALIM,2023-09-30,Quarter,-1350000,23360000,32110000,-1350000
ALIM,2023-12-31,Quarter,-3780000,26310000,54420000,-3780000
ALIM,2024-03-31,Quarter,-6250000,23010000,54360000,-6250000
ALIM,2024-06-30,Quarter,-3310000,27000000,54380000,-3310000
ALIT,2021-06-30,Quarter,-24260000,672000000,120000,-24260000
ALIT,2021-09-30,Quarter,-107000000,690000000,445830000,-120000000
ALIT,2021-12-31,Quarter,-6830000,2225000000,450000000,-6830000
ALIT,2022-03-31,Quarter,-11000000,725000000,456840000,-13000000
ALIT,2022-06-30,Quarter,51000000,715000000,533740000,52000000
ALIT,2022-09-30,Quarter,-37000000,750000000,457910000,-45000000
ALIT,2022-12-31,Quarter,-65000000,942000000,461570000,-66000000
ALIT,2023-03-31,Quarter,-68000000,831000000,476150000,-74000000
ALIT,2023-06-30,Quarter,-67000000,806000000,490310000,-72000000
ALIT,2023-09-30,Quarter,-48000000,813000000,493230000,-46000000
ALIT,2023-12-31,Quarter,-162000000,960000000,543300000,-170000000
ALIT,2024-03-31,Quarter,-114000000,559000000,541970000,-121000000
ALIT,2024-06-30,Quarter,23000000,538000000,547100000,-4000000
ALIT,2024-09-30,Quarter,-74000000,555000000,535830000,-44000000
ALJJ,2016-09-30,Quarter,8750000,72440000,35990000,8750000
ALJJ,2016-12-31,Quarter,550000,77620000,35710000,550000
ALJJ,2017-03-31,Quarter,390000,79300000,35640000,390000
ALJJ,2017-06-30,Quarter,960000,83470000,36160000,960000
ALJJ,2017-09-30,Quarter,13770000,86330000,37190000,13770000
ALJJ,2017-12-31,Quarter,-5320000,94950000,37580000,-5320000
ALJJ,2018-03-31,Quarter,-340000,95110000,37910000,-340000
ALJJ,2018-06-30,Quarter,-2900000,89660000,37920000,-2900000
ALJJ,2018-09-30,Quarter,1220000,90060000,38080000,1220000
ALJJ,2018-12-31,Quarter,710000,93780000,38100000,710000
ALJJ,2019-03-31,Quarter,420000,88000000,38030000,420000
ALJJ,2019-06-30,Quarter,-7210000,84230000,38030000,-7210000
ALJJ,2019-09-30,Quarter,-9910000,88990000,40720000,-9910000
ALJJ,2019-12-31,Quarter,-4280000,90470000,42170000,-4280000
ALJJ,2020-03-31,Quarter,-61800000,96030000,42170000,-61800000
ALJJ,2020-06-30,Quarter,-2660000,95350000,42170000,-2660000
ALJJ,2020-12-31,Quarter,-2090000,119830000,42320000,-2090000
ALJJ,2021-03-31,Quarter,-120000,114590000,54460000,750000
ALJJ,2021-06-30,Quarter,-3500000,103460000,42320000,-3500000
ALJJ,2021-09-30,Quarter,1060000,102980000,54430000,1270000
ALJJ,2021-12-31,Quarter,-9390000,103080000,42410000,-9390000
ALJJ,2022-03-31,Quarter,-2920000,68510000,54690000,-8480000
ALJJ,2022-06-30,Quarter,153830000,57620000,54820000,105870000
ALK,2016-09-30,Quarter,256000000,1566000000,123830000,256000000
ALK,2016-12-31,Quarter,114000000,1524000000,124100000,114000000
ALK,2017-03-31,Quarter,99000000,1749000000,124300000,99000000
ALK,2017-06-30,Quarter,296000000,2102000000,124330000,296000000
ALK,2017-09-30,Quarter,266000000,2120000000,124220000,266000000
ALK,2017-12-31,Quarter,373000000,1962000000,123670000,373000000
ALK,2018-03-31,Quarter,4000000,1832000000,123630000,4000000
ALK,2018-06-30,Quarter,193000000,2156000000,124040000,193000000
ALK,2018-09-30,Quarter,217000000,2212000000,123860000,217000000
ALK,2018-12-31,Quarter,23000000,2064000000,124100000,23000000
ALK,2019-03-31,Quarter,4000000,1876000000,123920000,4000000
ALK,2019-06-30,Quarter,262000000,2288000000,124300000,262000000
ALK,2019-09-30,Quarter,322000000,2389000000,124070000,322000000
ALK,2019-12-31,Quarter,181000000,2228000000,124250000,181000000
ALK,2020-03-31,Quarter,-232000000,1636000000,124120000,-232000000
ALK,2020-06-30,Quarter,-214000000,421000000,123970000,-214000000
ALK,2020-09-30,Quarter,-431000000,701000000,123650000,-431000000
ALK,2020-12-31,Quarter,-447000000,808000000,124010000,-447000000
ALK,2021-03-31,Quarter,-131000000,797000000,124300000,-131000000
ALK,2021-06-30,Quarter,397000000,1527000000,126040000,397000000
ALK,2021-09-30,Quarter,194000000,1953000000,127190000,194000000
ALK,2021-12-31,Quarter,18000000,1899000000,127280000,18000000
ALK,2022-03-31,Quarter,-143000000,1681000000,125980000,-143000000
ALK,2022-06-30,Quarter,139000000,2658000000,127800000,139000000
ALK,2022-09-30,Quarter,40000000,2828000000,128370000,40000000
ALK,2022-12-31,Quarter,22000000,2479000000,128470000,22000000
ALK,2023-03-31,Quarter,-142000000,2196000000,127500000,-142000000
ALK,2023-06-30,Quarter,240000000,2838000000,128920000,240000000
ALK,2023-09-30,Quarter,139000000,2839000000,129190000,139000000
ALK,2023-12-31,Quarter,-2000000,2553000000,127380000,-2000000
ALK,2024-03-31,Quarter,-132000000,2232000000,125970000,-132000000
ALK,2024-06-30,Quarter,220000000,2897000000,128310000,220000000
ALK,2024-09-30,Quarter,236000000,3072000000,128590000,236000000
ALK,2024-12-31,Quarter,71000000,3534000000,128930000,71000000
ALKS,2016-09-30,Quarter,-62690000,180240000,151650000,-62690000
ALKS,2016-12-31,Quarter,-21140000,213510000,152150000,-21140000
ALKS,2017-03-31,Quarter,-68880000,191780000,152700000,-68880000
ALKS,2017-06-30,Quarter,-43000000,218840000,153390000,-43000000
ALKS,2017-09-30,Quarter,-36280000,217390000,159990000,-36280000
ALKS,2017-12-31,Quarter,-9790000,275370000,153870000,-9790000
ALKS,2018-03-31,Quarter,-62510000,225150000,154420000,-62510000
ALKS,2018-06-30,Quarter,-32650000,304640000,155180000,-32650000
ALKS,2018-09-30,Quarter,-34440000,248720000,155330000,-34440000
ALKS,2018-12-31,Quarter,-9710000,315760000,155510000,-9710000
ALKS,2019-03-31,Quarter,-96400000,223100000,156340000,-96400000
ALKS,2019-06-30,Quarter,-41990000,279870000,156990000,-41990000
ALKS,2019-09-30,Quarter,-52880000,255240000,157200000,-52880000
ALKS,2019-12-31,Quarter,-5350000,412730000,157660000,-5350000
ALKS,2020-03-31,Quarter,-38650000,246220000,158100000,-38650000
ALKS,2020-06-30,Quarter,-29430000,247530000,158900000,-29430000
ALKS,2020-09-30,Quarter,-130000,265010000,159060000,-130000
ALKS,2020-12-31,Quarter,-42640000,280000000,159150000,-42640000
ALKS,2021-03-31,Quarter,-22420000,251430000,162330000,-22420000
ALKS,2021-06-30,Quarter,2360000,303720000,163940000,2360000
ALKS,2021-09-30,Quarter,-28990000,294140000,161460000,-28990000
ALKS,2021-12-31,Quarter,870000,324460000,166800000,870000
ALKS,2022-03-31,Quarter,-35900000,278550000,162480000,-35900000
ALKS,2022-06-30,Quarter,-30140000,276220000,163840000,-30140000
ALKS,2022-09-30,Quarter,-63970000,252360000,164280000,-63970000
ALKS,2022-12-31,Quarter,-28250000,304670000,164340000,-28250000
ALKS,2023-03-31,Quarter,-41850000,287600000,165090000,-41850000
ALKS,2023-06-30,Quarter,237070000,617400000,171550000,237070000
ALKS,2023-09-30,Quarter,47760000,380940000,171900000,47760000
ALKS,2023-12-31,Quarter,112780000,377480000,170140000,276180000
ALKS,2024-03-31,Quarter,36830000,350370000,172980000,38950000
ALKS,2024-06-30,Quarter,91360000,399130000,170980000,94660000
ALKS,2024-09-30,Quarter,92380000,378140000,167030000,92800000
ALKS,2024-12-31,Quarter,146500000,429990000,166550000,145740000
ALKT,2021-03-31,Quarter,-10880000,33260000,5580000,-10880000
ALKT,2021-06-30,Quarter,-11380000,36700000,74830000,-11380000
ALKT,2021-09-30,Quarter,-11220000,39760000,87640000,-11220000
ALKT,2021-12-31,Quarter,-13350000,42430000,88810000,-13350000
ALKT,2022-03-31,Quarter,-13410000,44790000,90210000,-13410000
ALKT,2022-06-30,Quarter,-20230000,50530000,90710000,-20230000
ALKT,2022-09-30,Quarter,-20050000,53410000,91180000,-20050000
ALKT,2022-12-31,Quarter,-4910000,55540000,91710000,-4910000
ALKT,2023-03-31,Quarter,-16960000,60000000,92400000,-16960000
ALKT,2023-06-30,Quarter,-17760000,65760000,93340000,-17760000
ALKT,2023-09-30,Quarter,-15480000,67700000,94680000,-15480000
ALKT,2023-12-31,Quarter,-12710000,71370000,95870000,-12710000
ALKT,2024-03-31,Quarter,-11430000,76130000,96950000,-11430000
ALKT,2024-06-30,Quarter,-12320000,82160000,98100000,-12320000
ALKT,2024-09-30,Quarter,-9440000,85910000,99440000,-9440000
ALL,2016-09-30,Quarter,520000000,9221000000,375900000,520000000
ALL,2016-12-31,Quarter,840000000,9278000000,372500000,840000000
ALL,2017-03-31,Quarter,695000000,9434000000,371300000,695000000
ALL,2017-06-30,Quarter,579000000,9587000000,369000000,579000000
ALL,2017-09-30,Quarter,666000000,9660000000,367100000,666000000
ALL,2017-12-31,Quarter,1249000000,9843000000,363800000,1249000000
ALL,2018-03-31,Quarter,975000000,9770000000,359900000,975000000
ALL,2018-06-30,Quarter,676000000,10099000000,354600000,676000000
ALL,2018-09-30,Quarter,870000000,10465000000,351700000,870000000
ALL,2018-12-31,Quarter,-269000000,9481000000,347100000,-269000000
ALL,2019-03-31,Quarter,1292000000,10990000000,337500000,1292000000
ALL,2019-06-30,Quarter,851000000,11144000000,336900000,851000000
ALL,2019-09-30,Quarter,931000000,11069000000,333000000,931000000
ALL,2019-12-31,Quarter,1773000000,11472000000,326300000,1773000000
ALL,2020-03-31,Quarter,549000000,10076000000,322400000,549000000
ALL,2020-06-30,Quarter,1250000000,11197000000,317000000,1250000000
ALL,2020-09-30,Quarter,1153000000,11500000000,314100000,1153000000
ALL,2020-12-31,Quarter,2624000000,12018000000,307600000,2624000000
ALL,2021-03-31,Quarter,-1381000000,12451000000,306400000,2406000000
ALL,2021-06-30,Quarter,1625000000,12646000000,303300000,1435000000
ALL,2021-09-30,Quarter,538000000,12480000000,297900000,206000000
ALL,2021-12-31,Quarter,817000000,13011000000,289000000,1112000000
ALL,2022-03-31,Quarter,656000000,12337000000,281800000,646000000
ALL,2022-06-30,Quarter,-1015000000,12220000000,273800000,-1024000000
ALL,2022-09-30,Quarter,-668000000,13208000000,268700000,-683000000
ALL,2022-12-31,Quarter,-284000000,13647000000,264400000,-303000000
ALL,2023-03-31,Quarter,-320000000,13786000000,263500000,-321000000
ALL,2023-06-30,Quarter,-1352000000,13979000000,262600000,-1375000000
ALL,2023-09-30,Quarter,-5000000,14497000000,261800000,-4000000
ALL,2023-12-31,Quarter,1489000000,14832000000,264700000,1487000000
ALL,2024-03-31,Quarter,1218000000,15259000000,266500000,1198000000
ALL,2024-06-30,Quarter,331000000,15714000000,267100000,347000000
ALL,2024-09-30,Quarter,1190000000,16627000000,268000000,1164000000
ALLE,2016-09-30,Quarter,1600000,581100000,96900000,2000000
ALLE,2016-12-31,Quarter,74800000,569700000,96600000,75000000
ALLE,2017-03-31,Quarter,68400000,548800000,96100000,68700000
ALLE,2017-06-30,Quarter,105500000,627000000,95900000,105800000
ALLE,2017-09-30,Quarter,89800000,609400000,95800000,90100000
ALLE,2017-12-31,Quarter,9600000,623000000,95900000,12100000
ALLE,2018-03-31,Quarter,72200000,613100000,95800000,72400000
ALLE,2018-06-30,Quarter,113900000,704700000,95600000,114000000
ALLE,2018-09-30,Quarter,116000000,711500000,95800000,116100000
ALLE,2018-12-31,Quarter,132800000,702400000,95600000,132900000
ALLE,2019-03-31,Quarter,80200000,655000000,95100000,80300000
ALLE,2019-06-30,Quarter,109300000,731200000,94500000,109400000
ALLE,2019-09-30,Quarter,131600000,748300000,94000000,131700000
ALLE,2019-12-31,Quarter,80700000,719500000,93700000,80700000
ALLE,2020-03-31,Quarter,400000,674700000,93300000,500000
ALLE,2020-06-30,Quarter,73700000,589500000,92700000,73700000
ALLE,2020-09-30,Quarter,146900000,728400000,92700000,146900000
ALLE,2020-12-31,Quarter,93300000,727300000,92300000,93400000
ALLE,2021-03-31,Quarter,108000000,694300000,91200000,108200000
ALLE,2021-06-30,Quarter,118700000,746900000,90600000,118800000
ALLE,2021-09-30,Quarter,143500000,717000000,90300000,143600000
ALLE,2021-12-31,Quarter,112800000,709200000,89700000,112700000
ALLE,2022-03-31,Quarter,93000000,723600000,88600000,93100000
ALLE,2022-06-30,Quarter,115100000,773100000,88200000,115200000
ALLE,2022-09-30,Quarter,114600000,913700000,88200000,114600000
ALLE,2022-12-31,Quarter,135300000,861500000,88300000,135400000
ALLE,2023-03-31,Quarter,123500000,923000000,88400000,123600000
ALLE,2023-06-30,Quarter,142000000,912500000,88300000,142000000
ALLE,2023-09-30,Quarter,156300000,917900000,88200000,156400000
ALLE,2023-12-31,Quarter,118600000,897400000,88200000,118600000
ALLE,2024-03-31,Quarter,123800000,893900000,88100000,123800000
ALLE,2024-06-30,Quarter,155400000,965600000,87700000,155400000
ALLE,2024-09-30,Quarter,174200000,967100000,87600000,174200000
ALLE,2024-12-31,Quarter,144100000,945600000,87200000,144100000
ALLG,2023-09-30,Quarter,-46820000,31140000,268830000,-46930000
ALLK,2018-06-30,Quarter,-9380000,0,2250000,-9380000
ALLK,2018-09-30,Quarter,-11150000,0,32610000,-11150000
ALLK,2018-12-31,Quarter,-14530000,0,42070000,-14530000
ALLK,2019-03-31,Quarter,-19950000,0,42620000,-19950000
ALLK,2019-06-30,Quarter,-19070000,0,43120000,-19070000
ALLK,2019-09-30,Quarter,-21730000,0,46280000,-21730000
ALLK,2019-12-31,Quarter,-24620000,0,48670000,-24620000
ALLK,2020-03-31,Quarter,-27820000,0,48690000,-27820000
ALLK,2020-06-30,Quarter,-39290000,0,48820000,-39290000
ALLK,2020-09-30,Quarter,-42090000,0,48950000,-42090000
ALLK,2020-12-31,Quarter,-44280000,0,51480000,-44280000
ALLK,2021-03-31,Quarter,-55560000,0,53190000,-55560000
ALLK,2021-06-30,Quarter,-57210000,0,53670000,-57210000
ALLK,2021-09-30,Quarter,-62730000,0,54070000,-62730000
ALLK,2021-12-31,Quarter,-94360000,0,54390000,-94360000
ALLK,2022-03-31,Quarter,-197020000,0,54690000,-197020000
ALLK,2022-06-30,Quarter,-49100000,0,54800000,-49100000
ALLK,2022-09-30,Quarter,-30840000,0,58170000,-30840000
ALLK,2022-12-31,Quarter,-42990000,0,85260000,-42990000
ALLK,2023-03-31,Quarter,-42400000,0,85850000,-42400000
ALLK,2023-06-30,Quarter,-35120000,0,86650000,-35120000
ALLK,2023-09-30,Quarter,-45630000,0,87120000,-45630000
ALLK,2023-12-31,Quarter,-62550000,0,87570000,-62550000
ALLK,2024-03-31,Quarter,-71150000,0,88040000,-71150000
ALLK,2024-06-30,Quarter,-26680000,0,88640000,-26680000
ALLK,2024-09-30,Quarter,-18370000,0,89020000,-18370000
ALLO,2018-12-31,Quarter,-30510000,0,82070000,-30510000
ALLO,2019-03-31,Quarter,-31590000,0,97320000,-31590000
ALLO,2019-06-30,Quarter,-41240000,0,99850000,-41240000
ALLO,2019-09-30,Quarter,-50740000,0,102190000,-50740000
ALLO,2019-12-31,Quarter,-61030000,0,104800000,-61030000
ALLO,2020-03-31,Quarter,-54480000,0,108960000,-54480000
ALLO,2020-06-30,Quarter,-60970000,0,115380000,-60970000
ALLO,2020-09-30,Quarter,-66200000,0,127140000,-66200000
ALLO,2020-12-31,Quarter,-68570000,0,129840000,-68570000
ALLO,2021-03-31,Quarter,-33020000,38350000,132170000,-33020000
ALLO,2021-06-30,Quarter,-70940000,40000,134830000,-70940000
ALLO,2021-09-30,Quarter,-78190000,50000,137030000,-78190000
ALLO,2021-12-31,Quarter,-74870000,50000,139170000,-74870000
ALLO,2022-03-31,Quarter,-79850000,60000,141360000,-79850000
ALLO,2022-06-30,Quarter,-74790000,90000,143390000,-74790000
ALLO,2022-09-30,Quarter,-83150000,50000,143660000,-83150000
ALLO,2022-12-31,Quarter,-94850000,50000,144150000,-94850000
ALLO,2023-03-31,Quarter,-98700000,50000,144560000,-98700000
ALLO,2023-06-30,Quarter,-77990000,40000,146800000,-77990000
ALLO,2023-09-30,Quarter,-61320000,40000,167650000,-61320000
ALLO,2023-12-31,Quarter,-89260000,-40000,168340000,-89260000
ALLO,2024-03-31,Quarter,-65000000,20000,169130000,-65000000
ALLO,2024-06-30,Quarter,-66360000,0,190030000,-66360000
ALLO,2024-09-30,Quarter,-66290000,0,209190000,-66290000
ALLR,2022-03-31,Quarter,-3080000,0,8290000,-3080000
ALLR,2022-06-30,Quarter,-5100000,0,9020000,-5100000
ALLR,2022-09-30,Quarter,-5040000,0,9870000,-5040000
ALLR,2023-03-31,Quarter,-3350000,0,760000,-3350000
ALLR,2023-06-30,Quarter,-2380000,0,370000,-2380000
ALLR,2023-09-30,Quarter,-4450000,0,2480000,-4450000
ALLR,2024-03-31,Quarter,-3840000,0,180000,-3840000
ALLR,2024-06-30,Quarter,-1630000,0,14980000,-1630000
ALLR,2024-09-30,Quarter,-11590000,0,1580000,-11590000
ALLT,2016-09-30,Quarter,-3420000,20990000,33010000,-3420000
ALLT,2016-12-31,Quarter,940000,23490000,33420000,940000
ALLT,2017-03-31,Quarter,-5080000,18440000,33090000,-5080000
ALLT,2017-06-30,Quarter,-4030000,19500000,33200000,-4030000
ALLT,2017-09-30,Quarter,-4630000,20860000,33300000,-4630000
ALLT,2017-12-31,Quarter,-4340000,23200000,33410000,-4340000
ALLT,2018-03-31,Quarter,-3690000,21730000,33560000,-3690000
ALLT,2018-06-30,Quarter,-2420000,23000000,33660000,-2420000
ALLT,2018-09-30,Quarter,-2500000,24220000,33760000,-2500000
ALLT,2018-12-31,Quarter,-1820000,26890000,33860000,-1820000
ALLT,2019-03-31,Quarter,-3330000,25340000,33980000,-3330000
ALLT,2019-06-30,Quarter,-1530000,26550000,34210000,-1530000
ALLT,2019-09-30,Quarter,-2110000,27640000,34350000,-2110000
ALLT,2019-12-31,Quarter,-1680000,30570000,34450000,-1680000
ALLT,2020-03-31,Quarter,-1660000,29290000,34630000,-1660000
ALLT,2020-06-30,Quarter,-3610000,32790000,34920000,-3610000
ALLT,2020-09-30,Quarter,-2390000,34750000,35160000,-2390000
ALLT,2020-12-31,Quarter,-1680000,39090000,35320000,-1680000
ALLT,2021-03-31,Quarter,-3960000,31180000,35540000,-3960000
ALLT,2021-06-30,Quarter,-3980000,35290000,35940000,-3980000
ALLT,2021-09-30,Quarter,-3070000,38160000,36290000,-3070000
ALLT,2021-12-31,Quarter,-4030000,40970000,36430000,-4030000
ALLT,2022-03-31,Quarter,-6130000,31900000,36540000,-6130000
ALLT,2022-06-30,Quarter,-6230000,32770000,36830000,-6230000
ALLT,2022-09-30,Quarter,-12930000,25040000,37200000,-12930000
ALLT,2022-12-31,Quarter,-6740000,33030000,37330000,-6740000
ALLT,2023-03-31,Quarter,-11360000,21130000,37420000,-11360000
ALLT,2023-06-30,Quarter,-20730000,25050000,37740000,-20730000
ALLT,2023-09-30,Quarter,-12360000,22640000,38170000,-12360000
ALLT,2023-12-31,Quarter,-18350000,24340000,38290000,-18350000
ALLT,2024-03-31,Quarter,-2510000,21890000,38410000,-2510000
ALLT,2024-06-30,Quarter,-3360000,22160000,38710000,-3360000
ALLT,2024-09-30,Quarter,-240000,23240000,39200000,-240000
ALLY,2016-09-30,Quarter,209000000,2448000000,483580000,261000000
ALLY,2016-12-31,Quarter,248000000,2459000000,474510000,246000000
ALLY,2017-03-31,Quarter,214000000,2446000000,466830000,213000000
ALLY,2017-06-30,Quarter,252000000,2476000000,458180000,254000000
ALLY,2017-09-30,Quarter,282000000,2469000000,447620000,280000000
ALLY,2017-12-31,Quarter,181000000,2475000000,444990000,179000000
ALLY,2018-03-31,Quarter,250000000,2470000000,438930000,252000000
ALLY,2018-06-30,Quarter,349000000,2596000000,430860000,348000000
ALLY,2018-09-30,Quarter,374000000,2694000000,425000000,374000000
ALLY,2018-12-31,Quarter,290000000,2706000000,414750000,289000000
ALLY,2019-03-31,Quarter,374000000,2899000000,405960000,375000000
ALLY,2019-06-30,Quarter,582000000,2886000000,399920000,584000000
ALLY,2019-09-30,Quarter,381000000,2904000000,392600000,381000000
ALLY,2019-12-31,Quarter,378000000,2929000000,383390000,381000000
ALLY,2020-03-31,Quarter,-319000000,2617000000,375720000,-319000000
ALLY,2020-06-30,Quarter,241000000,2733000000,375760000,242000000
ALLY,2020-09-30,Quarter,476000000,2629000000,377010000,476000000
ALLY,2020-12-31,Quarter,687000000,2801000000,378420000,687000000
ALLY,2021-03-31,Quarter,796000000,2657000000,377530000,796000000
ALLY,2021-06-30,Quarter,900000000,2665000000,373030000,899000000
ALLY,2021-09-30,Quarter,712000000,2568000000,361860000,712000000
ALLY,2021-12-31,Quarter,652000000,2800000000,348670000,658000000
ALLY,2022-03-31,Quarter,655000000,2753000000,337810000,655000000
ALLY,2022-06-30,Quarter,482000000,2762000000,324290000,482000000
ALLY,2022-09-30,Quarter,299000000,3058000000,310090000,300000000
ALLY,2022-12-31,Quarter,278000000,3626000000,303060000,278000000
ALLY,2023-03-31,Quarter,319000000,3784000000,303450000,320000000
ALLY,2023-06-30,Quarter,329000000,3960000000,304650000,329000000
ALLY,2023-09-30,Quarter,296000000,4030000000,305690000,296000000
ALLY,2023-12-31,Quarter,76000000,4197000000,306730000,77000000
ALLY,2024-03-31,Quarter,157000000,4112000000,308420000,157000000
ALLY,2024-06-30,Quarter,294000000,4043000000,309890000,294000000
ALLY,2024-09-30,Quarter,357000000,4189000000,311040000,357000000
ALLY,2024-12-31,Quarter,108000000,4045000000,311280000,109000000
ALMS,2024-06-30,Quarter,-56510000,0,2450000,-56510000
ALMS,2024-09-30,Quarter,-93120000,0,53750000,-93120000
ALNA,2017-09-30,Quarter,-4670000,0,1340000,-4670000
ALNA,2017-12-31,Quarter,-6680000,0,13950000,-6680000
ALNA,2018-03-31,Quarter,-7880000,0,20700000,-7880000
ALNA,2018-06-30,Quarter,-8650000,0,20730000,-8650000
