act_symbol,date,period,net_income,sales,average_shares,income_from_continuing_operations
ALB,2021-03-31,Quarter,95680000,829290000,113330000,117700000
ALB,2021-06-30,Quarter,424600000,773900000,117440000,446210000
ALB,2021-09-30,Quarter,-392780000,830570000,116970000,-374430000
ALB,2021-12-31,Quarter,-3820000,894200000,117000000,10470000
ALB,2022-03-31,Quarter,253380000,1127730000,117650000,281550000
ALB,2022-06-30,Quarter,406770000,1479590000,117720000,440590000
ALB,2022-09-30,Quarter,897220000,2091810000,117870000,931210000
ALB,2022-12-31,Quarter,1132450000,2620980000,117930000,1161790000
ALB,2023-03-31,Quarter,1238580000,2580250000,117840000,1276700000
ALB,2023-06-30,Quarter,650040000,2370190000,117770000,676440000
ALB,2023-09-30,Quarter,302530000,2310600000,117780000,320690000
ALB,2023-12-31,Quarter,-617680000,2356170000,117350000,-603290000
ALB,2024-03-31,Quarter,2450000,1360740000,117450000,16650000
ALB,2024-06-30,Quarter,-188200000,1430390000,117530000,-176590000
ALB,2024-09-30,Quarter,-1068990000,1354690000,117540000,-1060640000
ALB,2024-12-31,Quarter,75290000,1231710000,117720000,85110000
ALBO,2017-03-31,Quarter,-6670000,0,6290000,-6670000
ALBO,2017-06-30,Quarter,-6180000,0,7170000,-6180000
ALBO,2017-09-30,Quarter,-6510000,0,8880000,-6510000
ALBO,2017-12-31,Quarter,-5060000,0,9580000,-5060000
ALBO,2018-03-31,Quarter,-1620000,11200000,10900000,-1620000
ALBO,2018-06-30,Quarter,-14600000,730000,11940000,-14600000
ALBO,2018-09-30,Quarter,-14030000,240000,11970000,-14030000
ALBO,2018-12-31,Quarter,-15860000,570000,11840000,-15860000
ALBO,2019-03-31,Quarter,-16660000,570000,12000000,-16660000
ALBO,2019-06-30,Quarter,-16630000,1250000,12360000,-16630000
ALBO,2019-09-30,Quarter,-21910000,1390000,12690000,-21910000
ALBO,2019-12-31,Quarter,-7520000,6430000,12700000,-7520000
ALBO,2020-03-31,Quarter,-31490000,1550000,14130000,-31490000
ALBO,2020-06-30,Quarter,-20600000,1910000,14980000,-20600000
ALBO,2020-09-30,Quarter,-30740000,2130000,15700000,-30740000
ALBO,2020-12-31,Quarter,-24800000,2720000,19080000,-24800000
ALBO,2021-03-31,Quarter,-43730000,1970000,19130000,-43730000
ALBO,2021-06-30,Quarter,-36420000,2430000,19200000,-36420000
ALBO,2021-09-30,Quarter,57090000,3660000,19650000,57090000
ALBO,2021-12-31,Quarter,-10960000,32520000,19290000,-10960000
ALBO,2022-03-31,Quarter,-42430000,6830000,19380000,-42430000
ALBO,2022-06-30,Quarter,-39950000,8210000,19590000,-39950000
ALBO,2022-09-30,Quarter,-37800000,9830000,19660000,-37800000
ALBT,2021-09-30,Quarter,-2020000,490000,85360000,-2020000
ALBT,2021-12-31,Quarter,-2330000,330000,86200000,-2330000
ALBT,2022-03-31,Quarter,-2070000,300000,88500000,-2070000
ALBT,2022-06-30,Quarter,-2030000,290000,88930000,-2030000
ALBT,2022-09-30,Quarter,-5410000,320000,97040000,-5410000
ALBT,2023-03-31,Quarter,-2780000,300000,10020000,-2780000
ALBT,2023-06-30,Quarter,-2540000,310000,10250000,-2540000
ALBT,2023-09-30,Quarter,-1490000,330000,10800000,-1490000
ALBT,2023-12-31,Quarter,-9890000,320000,10620000,-9890000
ALBT,2024-03-31,Quarter,-1370000,310000,11030000,-1370000
ALBT,2024-06-30,Quarter,-2130000,330000,11220000,-2130000
ALBT,2024-09-30,Quarter,-1680000,350000,920000,-1680000
ALC,2019-06-30,Quarter,-390000000,1903000000,488200000,-390000000
ALC,2019-09-30,Quarter,-66000000,1868000000,488200000,-66000000
ALC,2019-12-31,Quarter,-91000000,1913000000,488200000,-91000000
ALC,2020-03-31,Quarter,-57000000,1841000000,488600000,-57000000
ALC,2020-06-30,Quarter,-422000000,1214000000,489000000,-422000000
ALC,2020-09-30,Quarter,-147000000,1838000000,489100000,-147000000
ALC,2020-12-31,Quarter,95000000,1940000000,492400000,95000000
ALC,2021-03-31,Quarter,84000000,1930000000,492800000,84000000
ALC,2021-06-30,Quarter,151000000,2110000000,493200000,151000000
ALC,2021-09-30,Quarter,2000000,2102000000,493800000,2000000
ALC,2021-12-31,Quarter,139000000,2149000000,494200000,139000000
ALC,2022-03-31,Quarter,168000000,2189000000,494000000,168000000
ALC,2022-06-30,Quarter,148000000,2217000000,494300000,148000000
ALC,2022-09-30,Quarter,116000000,2140000000,494700000,116000000
ALC,2022-12-31,Quarter,-97000000,2171000000,491800000,-97000000
ALC,2023-03-31,Quarter,174000000,2352000000,495500000,174000000
ALC,2023-06-30,Quarter,169000000,2422000000,495700000,169000000
ALC,2023-09-30,Quarter,204000000,2329000000,496300000,204000000
ALC,2023-12-31,Quarter,427000000,2352000000,496400000,427000000
ALC,2024-03-31,Quarter,248000000,2459000000,496600000,248000000
ALC,2024-06-30,Quarter,223000000,2496000000,497000000,223000000
ALC,2024-09-30,Quarter,263000000,2454000000,497700000,263000000
ALCE,2024-03-31,Quarter,-7580000,2180000,2600000,-8660000
ALCE,2024-06-30,Quarter,-6840000,3850000,2650000,-6840000
ALCE,2024-09-30,Quarter,-5070000,90000,3310000,-2700000
ALCO,2016-09-30,Quarter,-3410000,4850000,8320000,-3420000
ALCO,2016-12-31,Quarter,-1740000,17450000,8320000,-1740000
ALCO,2017-03-31,Quarter,5830000,56200000,8330000,5880000
ALCO,2017-06-30,Quarter,5480000,51520000,8360000,5470000
ALCO,2017-09-30,Quarter,-19030000,4670000,8310000,-19110000
ALCO,2017-12-31,Quarter,8750000,17530000,8360000,8740000
ALCO,2018-03-31,Quarter,-5510000,35600000,8260000,-5530000
ALCO,2018-06-30,Quarter,9100000,26520000,8320000,9090000
ALCO,2018-09-30,Quarter,720000,1630000,7980000,500000
ALCO,2018-12-31,Quarter,-2470000,14780000,7480000,-2500000
ALCO,2019-03-31,Quarter,7550000,48520000,7470000,7460000
ALCO,2019-06-30,Quarter,16240000,57570000,7470000,16220000
ALCO,2019-09-30,Quarter,16510000,1390000,7490000,16280000
ALCO,2019-12-31,Quarter,790000,11010000,7490000,900000
ALCO,2020-03-31,Quarter,3570000,50520000,7500000,3570000
ALCO,2020-06-30,Quarter,2100000,26120000,7490000,2090000
ALCO,2020-12-31,Quarter,3850000,13730000,7500000,3800000
ALCO,2021-03-31,Quarter,4870000,55940000,7510000,4890000
ALCO,2021-06-30,Quarter,27120000,34890000,7520000,27130000
ALCO,2021-09-30,Quarter,-970000,4000000,7520000,-1010000
ALCO,2021-12-31,Quarter,10130000,15340000,7540000,10080000
ALCO,2022-03-31,Quarter,20700000,49640000,7560000,20620000
ALCO,2022-06-30,Quarter,2710000,25940000,7590000,2660000
ALCO,2022-09-30,Quarter,-21080000,1030000,7580000,-21470000
ALCO,2022-12-31,Quarter,-3150000,10590000,7590000,-3190000
ALCO,2023-03-31,Quarter,-7790000,21290000,7600000,-8130000
ALCO,2023-06-30,Quarter,11830000,7280000,7610000,12070000
ALCO,2023-09-30,Quarter,940000,680000,7610000,900000
ALCO,2023-12-31,Quarter,42950000,13990000,7620000,42440000
ALCO,2024-03-31,Quarter,-15800000,18110000,7620000,-16010000
ALCO,2024-06-30,Quarter,-2040000,13610000,7620000,-1910000
ALCO,2024-09-30,Quarter,-18120000,940000,7620000,-18160000
ALCO,2024-12-31,Quarter,-9170000,16890000,7630000,-9250000
ALDR,2016-09-30,Quarter,-35130000,0,50230000,-35130000
ALDR,2016-12-31,Quarter,-48890000,0,50330000,-48890000
ALDR,2017-03-31,Quarter,-100330000,0,50400000,-100330000
ALDR,2017-06-30,Quarter,-74630000,680000,50430000,-74630000
ALDR,2017-09-30,Quarter,-59570000,0,64530000,-59570000
ALDR,2017-12-31,Quarter,-54360000,940000,67780000,-54360000
ALDR,2018-03-31,Quarter,-87030000,0,67850000,-87030000
ALDR,2018-06-30,Quarter,-68390000,0,67970000,-68390000
ALDR,2018-09-30,Quarter,-60920000,0,68230000,-60920000
ALDW,2016-09-30,Quarter,2080000,462260000,62520000,2080000
ALDW,2016-12-31,Quarter,880000,509010000,62520000,880000
ALDW,2017-03-31,Quarter,20110000,544530000,62520000,20110000
ALDW,2017-06-30,Quarter,21680000,521750000,62530000,21680000
ALDX,2016-09-30,Quarter,-4780000,0,12480000,-4780000
ALDX,2016-12-31,Quarter,-4650000,0,12800000,-4650000
ALDX,2017-03-31,Quarter,-5090000,0,13800000,-5090000
ALDX,2017-06-30,Quarter,-5310000,0,15140000,-5310000
ALDX,2017-09-30,Quarter,-4990000,0,15580000,-4990000
ALDX,2017-12-31,Quarter,-6950000,0,18970000,-6950000
ALDX,2018-03-31,Quarter,-8400000,0,19370000,-8400000
ALDX,2018-06-30,Quarter,-9050000,0,19760000,-9050000
ALDX,2018-09-30,Quarter,-10810000,0,20970000,-10810000
ALDX,2018-12-31,Quarter,-10630000,0,27270000,-10630000
ALDX,2019-03-31,Quarter,-15620000,0,27050000,-15620000
ALDX,2019-06-30,Quarter,-13330000,0,26990000,-13330000
ALDX,2019-09-30,Quarter,-18720000,0,27110000,-18720000
ALDX,2019-12-31,Quarter,-13160000,0,27800000,-13160000
ALDX,2020-03-31,Quarter,-9870000,0,29210000,-9870000
ALDX,2020-06-30,Quarter,-7520000,0,30120000,-7520000
ALDX,2020-09-30,Quarter,-8870000,0,37800000,-8870000
ALDX,2020-12-31,Quarter,-11290000,0,38280000,-11290000
ALDX,2021-03-31,Quarter,-11290000,0,45630000,-11290000
ALDX,2021-06-30,Quarter,-14940000,0,54280000,-14940000
ALDX,2021-09-30,Quarter,-15790000,0,58020000,-15790000
ALDX,2021-12-31,Quarter,-15750000,0,58350000,-15750000
ALDX,2022-03-31,Quarter,-16790000,0,58300000,-16790000
ALDX,2022-06-30,Quarter,-17780000,0,58300000,-17780000
ALDX,2022-09-30,Quarter,-14550000,0,58460000,-14550000
ALDX,2022-12-31,Quarter,-12900000,0,58610000,-12900000
ALDX,2023-03-31,Quarter,-15620000,0,58790000,-15620000
ALDX,2023-06-30,Quarter,-8990000,0,58790000,-8990000
ALDX,2023-09-30,Quarter,-8190000,0,58990000,-8190000
ALDX,2023-12-31,Quarter,-4750000,0,59410000,-4750000
ALDX,2024-03-31,Quarter,-8080000,0,59420000,-8080000
ALDX,2024-09-30,Quarter,-15110000,0,59530000,-15110000
ALE,2016-09-30,Quarter,40300000,349600000,49500000,40300000
ALE,2016-12-31,Quarter,44300000,341500000,49700000,44300000
ALE,2017-03-31,Quarter,49000000,365600000,50400000,49000000
ALE,2017-06-30,Quarter,36900000,353300000,51100000,36900000
ALE,2017-09-30,Quarter,44900000,362500000,51200000,44900000
ALE,2017-12-31,Quarter,41400000,337900000,51300000,41400000
ALE,2018-03-31,Quarter,51000000,358200000,51400000,51000000
ALE,2018-06-30,Quarter,31300000,344100000,51500000,31300000
ALE,2018-09-30,Quarter,30700000,348000000,51600000,30700000
ALE,2018-12-31,Quarter,61100000,448300000,51700000,61100000
ALE,2019-03-31,Quarter,70500000,357200000,51700000,70500000
ALE,2019-06-30,Quarter,34200000,290400000,51700000,34200000
ALE,2019-09-30,Quarter,31200000,288300000,51800000,31200000
ALE,2019-12-31,Quarter,49700000,304600000,51800000,49600000
ALE,2020-03-31,Quarter,66300000,311600000,51800000,64500000
ALE,2020-06-30,Quarter,20100000,243200000,51900000,16900000
ALE,2020-09-30,Quarter,40700000,293900000,52000000,38800000
ALE,2020-12-31,Quarter,47100000,320400000,52100000,41400000
ALE,2021-03-31,Quarter,51800000,339200000,52200000,43400000
ALE,2021-06-30,Quarter,27900000,335600000,52300000,21700000
ALE,2021-09-30,Quarter,27600000,345400000,52500000,24100000
ALE,2021-12-31,Quarter,61900000,399000000,52800000,48600000
ALE,2022-03-31,Quarter,66300000,383500000,53300000,46500000
ALE,2022-06-30,Quarter,37600000,373100000,56100000,20800000
ALE,2022-09-30,Quarter,33700000,388300000,57200000,26800000
ALE,2022-12-31,Quarter,51700000,425800000,57440000,37200000
ALE,2023-03-31,Quarter,58200000,564900000,57300000,37600000
ALE,2023-06-30,Quarter,51500000,533400000,57400000,40700000
ALE,2023-09-30,Quarter,85900000,378800000,57500000,69600000
ALE,2023-12-31,Quarter,51500000,402700000,57600000,31000000
ALE,2024-03-31,Quarter,50700000,403300000,57700000,37000000
ALE,2024-06-30,Quarter,33000000,354500000,57800000,19700000
ALE,2024-09-30,Quarter,45000000,407200000,57900000,32700000
ALE,2024-12-31,Quarter,50600000,364800000,58000000,32300000
ALEC,2018-12-31,Quarter,-17370000,9150000,11740000,-17370000
ALEC,2019-03-31,Quarter,-18560000,5610000,43830000,-18560000
ALEC,2019-06-30,Quarter,-24560000,6920000,67330000,-24560000
ALEC,2019-09-30,Quarter,-31740000,2700000,67570000,-31740000
ALEC,2019-12-31,Quarter,-30530000,6000000,67880000,-30530000
ALEC,2020-03-31,Quarter,-40020000,7170000,74820000,-40020000
ALEC,2020-06-30,Quarter,-45330000,3170000,78420000,-45330000
ALEC,2020-09-30,Quarter,-52700000,5900000,78770000,-52700000
ALEC,2020-12-31,Quarter,-52180000,4850000,79000000,-52180000
ALEC,2021-03-31,Quarter,-52170000,4110000,79390000,-52170000
ALEC,2021-06-30,Quarter,-55150000,6570000,79790000,-55150000
ALEC,2021-09-30,Quarter,126600000,182410000,85230000,126600000
ALEC,2021-12-31,Quarter,-55610000,13990000,81510000,-55610000
ALEC,2022-03-31,Quarter,-44620000,24470000,82100000,-44620000
ALEC,2022-06-30,Quarter,9880000,79850000,82590000,9880000
ALEC,2022-09-30,Quarter,-46150000,14850000,82600000,-46150000
ALEC,2022-12-31,Quarter,-52430000,14440000,82760000,-52430000
ALEC,2023-03-31,Quarter,-45860000,16550000,83100000,-45860000
ALEC,2023-06-30,Quarter,1380000,56210000,83570000,1380000
ALEC,2023-09-30,Quarter,-44480000,9110000,83930000,-44480000
ALEC,2023-12-31,Quarter,-41430000,15190000,84380000,-41430000
ALEC,2024-03-31,Quarter,-36080000,15890000,93810000,-36080000
ALEC,2024-06-30,Quarter,-38680000,15080000,96680000,-38680000
ALEC,2024-09-30,Quarter,-42220000,15340000,97520000,-42220000
ALEX,2016-09-30,Quarter,-1900000,138700000,49000000,-1400000
ALEX,2016-12-31,Quarter,-100000,37300000,49400000,41700000
ALEX,2017-03-31,Quarter,6300000,93200000,49600000,4600000
ALEX,2017-06-30,Quarter,4300000,98100000,49600000,4000000
ALEX,2017-09-30,Quarter,6100000,111500000,49600000,7400000
ALEX,2017-12-31,Quarter,211600000,122700000,62000000,212100000
ALEX,2018-03-31,Quarter,47300000,113300000,72200000,47500000
ALEX,2018-06-30,Quarter,2500000,112100000,72300000,2900000
ALEX,2018-09-30,Quarter,14800000,119400000,72400000,15800000
ALEX,2018-12-31,Quarter,-136600000,299600000,72000000,-135400000
ALEX,2019-03-31,Quarter,9000000,129400000,72500000,9500000
ALEX,2019-06-30,Quarter,-800000,109100000,72200000,-1300000
ALEX,2019-09-30,Quarter,-49800000,89100000,72300000,-50800000
ALEX,2019-12-31,Quarter,5200000,107600000,72500000,5700000
ALEX,2020-03-31,Quarter,6200000,80800000,72500000,5800000
ALEX,2020-06-30,Quarter,-4700000,73900000,72300000,-4100000
ALEX,2020-09-30,Quarter,3000000,77800000,72400000,3200000
ALEX,2020-12-31,Quarter,1100000,72800000,72500000,1100000
ALEX,2021-03-31,Quarter,9900000,81000000,72600000,9900000
ALEX,2021-06-30,Quarter,12800000,89300000,72600000,13100000
ALEX,2021-09-30,Quarter,6400000,84300000,72700000,7100000
ALEX,2021-12-31,Quarter,6300000,124700000,72700000,6800000
ALEX,2022-03-31,Quarter,10500000,98200000,72800000,11000000
ALEX,2022-06-30,Quarter,4100000,88100000,72800000,4500000
ALEX,2022-09-30,Quarter,6400000,97200000,72800000,6800000
ALEX,2022-12-31,Quarter,-71600000,-53000000,72700000,14800000
ALEX,2023-03-31,Quarter,5300000,50400000,72600000,9500000
ALEX,2023-06-30,Quarter,13400000,53100000,72800000,10800000
ALEX,2023-09-30,Quarter,14600000,52500000,72800000,12000000
ALEX,2023-12-31,Quarter,-3500000,52900000,72700000,8500000
ALEX,2024-03-31,Quarter,19980000,61200000,72670000,20240000
ALEX,2024-06-30,Quarter,9110000,51050000,72690000,11730000
ALEX,2024-09-30,Quarter,19000000,61940000,72820000,19300000
ALG,2016-09-30,Quarter,13240000,216770000,11600000,13240000
ALG,2016-12-31,Quarter,7590000,205520000,11610000,7590000
ALG,2017-03-31,Quarter,12170000,215390000,11620000,12170000
ALG,2017-06-30,Quarter,12320000,213280000,11670000,12320000
ALG,2017-09-30,Quarter,16590000,240460000,11710000,16590000
ALG,2017-12-31,Quarter,3240000,243260000,11730000,3240000
ALG,2018-03-31,Quarter,14580000,238090000,11740000,14580000
ALG,2018-06-30,Quarter,18770000,257130000,11760000,18770000
ALG,2018-09-30,Quarter,23540000,257570000,11780000,23540000
ALG,2018-12-31,Quarter,16590000,256040000,11770000,16590000
ALG,2019-03-31,Quarter,15250000,261930000,11780000,15250000
ALG,2019-06-30,Quarter,20670000,285190000,11800000,20670000
ALG,2019-09-30,Quarter,17420000,271830000,11810000,17420000
ALG,2019-12-31,Quarter,9570000,300190000,11810000,9570000
ALG,2020-03-31,Quarter,15530000,314450000,11830000,15530000
ALG,2020-06-30,Quarter,12990000,268640000,11840000,12990000
ALG,2020-09-30,Quarter,20030000,291760000,11850000,20030000
ALG,2020-12-31,Quarter,8080000,288620000,11860000,8080000
ALG,2021-03-31,Quarter,17460000,311190000,11880000,17460000
ALG,2021-06-30,Quarter,26040000,347550000,11900000,26040000
ALG,2021-09-30,Quarter,17520000,338310000,11900000,17520000
ALG,2021-12-31,Quarter,19230000,337170000,11900000,19230000
ALG,2022-03-31,Quarter,18470000,362010000,11920000,18470000
ALG,2022-06-30,Quarter,28470000,396210000,11940000,28470000
ALG,2022-09-30,Quarter,25820000,368790000,11940000,25820000
ALG,2022-12-31,Quarter,29170000,386600000,11940000,29170000
ALG,2023-03-31,Quarter,33350000,411770000,11960000,33350000
ALG,2023-06-30,Quarter,36370000,440690000,11990000,36370000
ALG,2023-09-30,Quarter,34920000,419640000,12000000,34920000
ALG,2023-12-31,Quarter,31520000,417540000,12000000,31520000
ALG,2024-03-31,Quarter,32120000,425590000,12020000,32120000
ALG,2024-06-30,Quarter,28320000,416300000,12040000,28320000
ALG,2024-09-30,Quarter,27410000,401300000,12040000,27410000
ALGM,2020-12-31,Quarter,-5100000,164450000,124360000,-5060000
ALGM,2021-03-31,Quarter,8640000,175110000,190860000,8690000
ALGM,2021-06-30,Quarter,27670000,188140000,191160000,27710000
ALGM,2021-09-30,Quarter,33190000,193610000,191680000,33220000
ALGM,2021-12-31,Quarter,32940000,186630000,192070000,32970000
ALGM,2022-03-31,Quarter,25620000,200290000,192130000,25650000
ALGM,2022-06-30,Quarter,10250000,217750000,192410000,10280000
ALGM,2022-09-30,Quarter,50610000,237670000,192640000,50650000
ALGM,2022-12-31,Quarter,64520000,248790000,193940000,64550000
ALGM,2023-03-31,Quarter,61980000,269450000,194990000,62010000
ALGM,2023-06-30,Quarter,60850000,278290000,194990000,60890000
ALGM,2023-09-30,Quarter,65620000,275510000,195100000,65670000
ALGM,2023-12-31,Quarter,33350000,254980000,194570000,33400000
ALGM,2024-03-31,Quarter,-7120000,240580000,194490000,-7070000
ALGM,2024-06-30,Quarter,-17680000,166920000,193470000,-17610000
ALGM,2024-09-30,Quarter,-33680000,187390000,189180000,-33610000
ALGM,2024-12-31,Quarter,-6860000,177870000,184010000,-6800000
ALGN,2016-09-30,Quarter,51370000,278590000,81470000,51370000
ALGN,2016-12-31,Quarter,47620000,293200000,81250000,47620000
ALGN,2017-03-31,Quarter,69420000,310340000,81530000,69420000
ALGN,2017-06-30,Quarter,69180000,356480000,81630000,69180000
ALGN,2017-09-30,Quarter,82560000,385270000,81790000,82560000
ALGN,2017-12-31,Quarter,10260000,421320000,81860000,10260000
ALGN,2018-03-31,Quarter,95870000,436920000,81630000,95870000
ALGN,2018-06-30,Quarter,106110000,490260000,81470000,106110000
ALGN,2018-09-30,Quarter,100870000,505290000,81360000,100870000
ALGN,2018-12-31,Quarter,97390000,534020000,80940000,97390000
ALGN,2019-03-31,Quarter,71850000,548970000,80690000,71850000
ALGN,2019-06-30,Quarter,147140000,600700000,80590000,147140000
ALGN,2019-09-30,Quarter,102520000,607340000,79830000,102520000
ALGN,2019-12-31,Quarter,121260000,649790000,79140000,121260000
ALGN,2020-03-31,Quarter,1518130000,550960000,79030000,1518130000
ALGN,2020-06-30,Quarter,-40600000,352310000,78770000,-40600000
ALGN,2020-09-30,Quarter,139370000,734140000,79160000,139370000
ALGN,2020-12-31,Quarter,158990000,834520000,79510000,158990000
ALGN,2021-03-31,Quarter,200380000,894770000,79800000,200380000
ALGN,2021-06-30,Quarter,199710000,1010810000,79640000,199710000
ALGN,2021-09-30,Quarter,180970000,1015910000,79520000,180970000
ALGN,2021-12-31,Quarter,190960000,1031100000,79430000,190960000
ALGN,2022-03-31,Quarter,134300000,973220000,79190000,134300000
ALGN,2022-06-30,Quarter,112800000,969550000,78550000,112800000
ALGN,2022-09-30,Quarter,72700000,890350000,78240000,72700000
ALGN,2022-12-31,Quarter,41780000,901520000,77680000,41780000
ALGN,2023-03-31,Quarter,87800000,943150000,77110000,87800000
ALGN,2023-06-30,Quarter,111810000,1002170000,76690000,111810000
ALGN,2023-09-30,Quarter,121430000,960210000,76830000,121430000
ALGN,2023-12-31,Quarter,124010000,956730000,75800000,124010000
ALGN,2024-03-31,Quarter,105030000,997430000,75320000,105030000
ALGN,2024-06-30,Quarter,96560000,1028490000,75220000,96560000
ALGN,2024-09-30,Quarter,115960000,977870000,74760000,115960000
ALGS,2020-12-31,Quarter,-34420000,0,31470000,-34420000
ALGS,2021-03-31,Quarter,-27670000,910000,37430000,-27670000
ALGS,2021-06-30,Quarter,-29820000,1550000,37620000,-29820000
ALGS,2021-09-30,Quarter,-33120000,1540000,42400000,-33120000
ALGS,2021-12-31,Quarter,-37720000,370000,42340000,-37720000
ALGS,2022-03-31,Quarter,-35620000,2570000,42510000,-35620000
ALGS,2022-06-30,Quarter,-19920000,3690000,42670000,-19920000
ALGS,2022-09-30,Quarter,-18620000,4110000,42760000,-18620000
ALGS,2022-12-31,Quarter,-21890000,3540000,42840000,-21890000
ALGS,2023-03-31,Quarter,-22960000,2720000,42910000,-22960000
ALGS,2023-06-30,Quarter,-18790000,6890000,43220000,-18790000
ALGS,2023-09-30,Quarter,-18040000,3240000,43500000,-18040000
ALGS,2023-12-31,Quarter,-27890000,2680000,126730000,-27890000
ALGS,2024-03-31,Quarter,-34860000,990000,156150000,-34860000
ALGS,2024-06-30,Quarter,5060000,1060000,6270000,5060000
ALGS,2024-09-30,Quarter,-19260000,1270000,6270000,-19260000
ALGT,2016-09-30,Quarter,45450000,333480000,16410000,45450000
ALGT,2016-12-31,Quarter,41310000,335880000,16400000,41310000
ALGT,2017-03-31,Quarter,40950000,375840000,16400000,41630000
ALGT,2017-06-30,Quarter,48480000,400610000,16220000,48480000
ALGT,2017-09-30,Quarter,22290000,348770000,15860000,22290000
ALGT,2017-12-31,Quarter,83180000,378560000,15880000,82500000
ALGT,2018-03-31,Quarter,54430000,425440000,15900000,55190000
ALGT,2018-06-30,Quarter,50020000,436780000,15950000,50020000
ALGT,2018-09-30,Quarter,15150000,393110000,15960000,15150000
ALGT,2018-12-31,Quarter,40110000,412110000,15990000,41450000
ALGT,2019-03-31,Quarter,57120000,451620000,16010000,57120000
ALGT,2019-06-30,Quarter,69550000,491760000,16070000,70540000
ALGT,2019-09-30,Quarter,43930000,436510000,16040000,43930000
ALGT,2019-12-31,Quarter,61520000,461070000,16000000,60520000
ALGT,2020-03-31,Quarter,-33010000,409180000,15950000,-33010000
ALGT,2020-06-30,Quarter,-93100000,133350000,15900000,-93100000
ALGT,2020-09-30,Quarter,-29140000,200980000,16010000,-29140000
ALGT,2020-12-31,Quarter,-28840000,246560000,16110000,-28840000
ALGT,2021-03-31,Quarter,6870000,279120000,16170000,6870000
ALGT,2021-06-30,Quarter,95030000,472430000,17070000,95030000
ALGT,2021-09-30,Quarter,39250000,459470000,17770000,39250000
ALGT,2021-12-31,Quarter,10700000,496880000,17840000,10700000
ALGT,2022-03-31,Quarter,-7880000,500110000,17950000,-7880000
ALGT,2022-06-30,Quarter,4360000,629850000,18010000,4360000
ALGT,2022-09-30,Quarter,-46460000,560330000,18010000,-46460000
ALGT,2022-12-31,Quarter,52480000,611550000,17910000,52480000
ALGT,2023-03-31,Quarter,56150000,649690000,17770000,56150000
ALGT,2023-06-30,Quarter,88470000,683810000,17680000,88470000
ALGT,2023-09-30,Quarter,-25070000,565360000,17720000,-25070000
ALGT,2023-12-31,Quarter,-1960000,611000000,17920000,-1960000
ALGT,2024-03-31,Quarter,-920000,656410000,17660000,-920000
ALGT,2024-06-30,Quarter,13700000,666280000,17870000,13700000
ALGT,2024-09-30,Quarter,-36790000,562200000,17910000,-36790000
ALHC,2021-03-31,Quarter,-56870000,267080000,154430000,-56870000
ALHC,2021-06-30,Quarter,-44760000,308950000,176840000,-44760000
ALHC,2021-09-30,Quarter,-45820000,293470000,177830000,-45820000
ALHC,2021-12-31,Quarter,-47830000,298270000,178400000,-47830000
ALHC,2022-03-31,Quarter,-40820000,345530000,178870000,-40820000
ALHC,2022-06-30,Quarter,-11580000,366470000,181260000,-11580000
ALHC,2022-09-30,Quarter,-40250000,360350000,182120000,-40250000
ALHC,2022-12-31,Quarter,-56900000,361810000,182540000,-57000000
ALHC,2023-03-31,Quarter,-37280000,439160000,183110000,-37370000
ALHC,2023-06-30,Quarter,-28480000,462380000,185990000,-28490000
ALHC,2023-09-30,Quarter,-35050000,456710000,187330000,-35080000
ALHC,2023-12-31,Quarter,-47210000,465390000,188330000,-47230000
ALHC,2024-03-31,Quarter,-46520000,628600000,189010000,-46580000
ALHC,2024-06-30,Quarter,-24010000,681290000,190890000,-24000000
ALHC,2024-09-30,Quarter,-26410000,692430000,191360000,-26430000
ALIM,2016-09-30,Quarter,-9250000,8300000,56100000,-9250000
ALIM,2016-12-31,Quarter,-5930000,10680000,64840000,-5930000
ALIM,2017-03-31,Quarter,-6740000,6620000,64860000,-6740000
ALIM,2017-06-30,Quarter,-2760000,10370000,65490000,-2760000
ALIM,2017-09-30,Quarter,-5290000,9780000,68430000,-5290000
ALIM,2017-12-31,Quarter,-7220000,9140000,69130000,-7220000
ALIM,2018-03-31,Quarter,-7680000,9800000,69880000,-7680000
ALIM,2018-06-30,Quarter,-4000000,10920000,70020000,-4000000
ALIM,2018-09-30,Quarter,-3450000,11140000,88480000,-3450000
ALIM,2019-03-31,Quarter,-2760000,12890000,4720000,-2760000
ALIM,2019-06-30,Quarter,-5040000,10860000,4740000,-5040000
ALIM,2019-09-30,Quarter,-3140000,12850000,4740000,-3140000
ALIM,2019-12-31,Quarter,500000,17350000,6200000,500000
ALIM,2020-03-31,Quarter,-1200000,14540000,4980000,-1200000
ALIM,2020-06-30,Quarter,-2550000,10040000,5030000,-2550000
ALIM,2020-09-30,Quarter,-620000,12470000,5070000,-620000
ALIM,2020-12-31,Quarter,-980000,13770000,5390000,-980000
ALIM,2021-03-31,Quarter,-3650000,11210000,5760000,-3650000
ALIM,2021-06-30,Quarter,7570000,21700000,7360000,7570000
ALIM,2021-09-30,Quarter,-4180000,12150000,6920000,-4180000
ALIM,2021-12-31,Quarter,-4110000,13960000,6930000,-4110000
ALIM,2022-03-31,Quarter,-5960000,11900000,6990000,-5960000
ALIM,2022-06-30,Quarter,-3120000,14600000,7000000,-3120000
ALIM,2022-09-30,Quarter,-5260000,13600000,7000000,-5260000
